Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
27/05/2019;18.800,00;18.940,00;18.940,00;18.700,00;151,85K;0,32%
26/05/2019;18.740,00;18.900,00;18.940,00;18.520,00;405,88K;-0,21%
25/05/2019;18.780,00;18.480,00;18.780,00;18.140,00;298,59K;2,85%
24/05/2019;18.260,00;18.100,00;19.000,00;18.100,00;304,02K;0,33%
23/05/2019;18.200,00;18.720,00;18.720,00;18.100,00;308,37K;-2,78%
22/05/2019;18.720,00;18.940,00;18.980,00;18.720,00;317,53K;-2,40%
21/05/2019;19.180,00;18.800,00;19.200,00;18.800,00;198,85K;0,42%
20/05/2019;19.100,00;18.900,00;19.300,00;18.900,00;246,29K;1,06%
19/05/2019;18.900,00;18.920,00;18.920,00;18.800,00;208,13K;-0,11%
18/05/2019;18.920,00;19.220,00;19.300,00;18.900,00;147,83K;-2,47%
17/05/2019;19.400,00;19.400,00;19.660,00;19.400,00;172,00K;0,00%
16/05/2019;19.400,00;19.500,00;19.500,00;19.400,00;100,00K;-0,51%
15/05/2019;19.500,00;19.000,00;19.500,00;19.000,00;346,17K;1,67%
14/05/2019;19.180,00;19.100,00;19.180,00;18.900,00;82,42K;1,05%
13/05/2019;18.980,00;18.820,00;18.980,00;18.780,00;138,14K;1,06%
12/05/2019;18.780,00;18.780,00;18.880,00;18.700,00;95,51K;0,00%
11/05/2019;18.780,00;18.800,00;18.820,00;18.720,00;107,97K;-0,11%
10/05/2019;18.800,00;18.900,00;18.900,00;18.800,00;90,89K;-1,05%
09/05/2019;19.000,00;19.000,00;19.000,00;18.820,00;35,17K;0,74%
08/05/2019;18.860,00;19.000,00;19.100,00;18.860,00;180,30K;-1,15%
07/05/2019;19.080,00;19.000,00;19.180,00;19.000,00;170,48K;0,42%
06/05/2019;19.000,00;18.720,00;19.000,00;18.720,00;118,76K;1,82%
05/05/2019;18.660,00;18.800,00;18.800,00;18.660,00;82,76K;-2,51%
04/05/2019;19.140,00;19.120,00;19.340,00;19.120,00;172,07K;-0,83%
03/05/2019;19.300,00;19.320,00;19.460,00;19.180,00;425,40K;-0,52%
02/05/2019;19.400,00;18.640,00;19.400,00;18.640,00;110,31K;1,15%
01/05/2019;19.180,00;18.960,00;19.180,00;18.960,00;87,12K;1,05%
30/04/2019;18.980,00;18.900,00;18.980,00;18.900,00;133,98K;0,96%
29/04/2019;18.800,00;18.760,00;18.880,00;18.720,00;321,98K;0,97%
28/04/2019;18.620,00;18.280,00;18.680,00;18.280,00;271,29K;1,86%
27/04/2019;18.280,00;18.440,00;18.500,00;18.280,00;155,79K;-0,87%
26/04/2019;18.440,00;18.560,00;18.620,00;18.400,00;132,50K;-0,97%
25/04/2019;18.620,00;18.960,00;19.000,00;18.620,00;210,03K;-2,72%
24/04/2019;19.140,00;19.000,00;19.140,00;18.860,00;295,45K;0,53%
23/04/2019;19.040,00;19.060,00;19.140,00;18.920,00;382,75K;-0,10%
22/04/2019;19.060,00;19.380,00;19.380,00;19.060,00;222,88K;-2,36%
21/04/2019;19.520,00;19.240,00;19.520,00;19.200,00;159,74K;0,83%
20/04/2019;19.360,00;19.540,00;19.540,00;19.240,00;126,71K;-0,72%
19/04/2019;19.500,00;19.300,00;19.600,00;19.280,00;224,51K;2,09%
18/04/2019;19.100,00;18.920,00;19.120,00;18.700,00;207,29K;0,10%
17/04/2019;19.080,00;19.160,00;19.240,00;18.960,00;185,55K;-0,42%
16/04/2019;19.160,00;19.220,00;19.380,00;19.160,00;287,73K;-0,21%
15/04/2019;19.200,00;19.800,00;19.800,00;19.060,00;798,32K;-2,44%
14/04/2019;19.680,00;19.860,00;19.900,00;19.680,00;174,65K;-1,01%
13/04/2019;19.880,00;19.040,00;19.880,00;18.860,00;363,39K;2,05%
12/04/2019;19.480,00;19.500,00;19.600,00;19.300,00;61,99K;-1,91%
11/04/2019;19.860,00;20.000,00;20.080,00;19.860,00;186,66K;-1,10%
10/04/2019;20.080,00;20.460,00;20.460,00;20.080,00;91,62K;-1,86%
09/04/2019;20.460,00;20.580,00;20.600,00;20.340,00;271,92K;-0,10%
08/04/2019;20.480,00;20.280,00;20.580,00;20.280,00;503,48K;0,59%
07/04/2019;20.360,00;20.360,00;20.360,00;20.000,00;203,71K;0,79%
06/04/2019;20.200,00;19.980,00;20.380,00;19.980,00;199,56K;1,00%
05/04/2019;20.000,00;19.800,00;20.000,00;19.800,00;265,80K;1,01%
04/04/2019;19.800,00;19.560,00;19.800,00;19.560,00;86,75K;0,41%
03/04/2019;19.720,00;19.600,00;19.800,00;19.600,00;433,23K;1,13%
02/04/2019;19.500,00;19.700,00;19.700,00;19.440,00;254,13K;0,41%
01/04/2019;19.420,00;19.500,00;19.620,00;19.380,00;250,83K;-1,12%
31/03/2019;19.640,00;19.800,00;19.800,00;19.540,00;111,97K;-0,30%
30/03/2019;19.700,00;19.600,00;19.920,00;19.600,00;267,23K;0,51%
29/03/2019;19.600,00;19.400,00;19.680,00;19.400,00;373,59K;1,14%
28/03/2019;19.380,00;19.220,00;19.400,00;19.220,00;124,97K;0,83%
27/03/2019;19.220,00;19.300,00;19.460,00;19.200,00;92,19K;-1,23%
26/03/2019;19.460,00;19.340,00;19.520,00;19.300,00;45,91K;-0,21%
25/03/2019;19.500,00;19.320,00;19.500,00;19.300,00;123,22K;0,83%
24/03/2019;19.340,00;19.120,00;19.480,00;19.120,00;179,18K;0,52%
23/03/2019;19.240,00;18.540,00;19.300,00;18.540,00;265,37K;2,23%
22/03/2019;18.820,00;18.900,00;19.000,00;18.820,00;137,70K;-0,95%
21/03/2019;19.000,00;18.900,00;19.000,00;18.900,00;272,28K;0,53%
20/03/2019;18.900,00;18.700,00;18.900,00;18.700,00;200,05K;0,00%
19/03/2019;18.900,00;18.800,00;18.980,00;18.800,00;296,86K;0,53%
18/03/2019;18.800,00;18.620,00;18.800,00;18.580,00;160,31K;1,08%
17/03/2019;18.600,00;18.600,00;18.680,00;18.500,00;73,21K;-0,53%
16/03/2019;18.700,00;18.500,00;18.800,00;18.500,00;95,40K;1,08%
15/03/2019;18.500,00;18.560,00;18.880,00;18.460,00;131,31K;-0,96%
14/03/2019;18.680,00;18.760,00;18.800,00;18.600,00;95,82K;0,32%
13/03/2019;18.620,00;18.400,00;18.840,00;18.200,00;204,43K;0,65%
12/03/2019;18.500,00;18.980,00;19.000,00;18.480,00;595,30K;-2,73%
11/03/2019;19.020,00;18.880,00;19.120,00;18.880,00;81,34K;-0,31%
10/03/2019;19.080,00;19.000,00;19.100,00;19.000,00;122,83K;0,95%
09/03/2019;18.900,00;18.800,00;18.980,00;18.800,00;43,65K;0,00%
08/03/2019;18.900,00;19.080,00;19.080,00;18.900,00;75,46K;-1,25%
07/03/2019;19.140,00;19.060,00;19.320,00;19.060,00;131,03K;0,53%
06/03/2019;19.040,00;19.280,00;19.400,00;19.040,00;111,94K;-2,36%
05/03/2019;19.500,00;19.420,00;19.600,00;19.400,00;451,52K;0,10%
04/03/2019;19.480,00;19.500,00;19.520,00;19.360,00;251,52K;-0,10%
03/03/2019;19.500,00;19.080,00;19.500,00;18.940,00;344,98K;2,20%
02/03/2019;19.080,00;18.880,00;19.100,00;18.840,00;388,44K;1,17%
01/03/2019;18.860,00;18.800,00;18.860,00;18.720,00;376,68K;0,32%
28/02/2019;18.800,00;18.740,00;18.840,00;18.720,00;313,53K;0,32%
27/02/2019;18.740,00;18.660,00;18.740,00;18.520,00;82,27K;0,86%
26/02/2019;18.580,00;18.780,00;18.780,00;18.580,00;85,29K;-0,11%
25/02/2019;18.600,00;18.780,00;18.780,00;18.600,00;190,26K;0,00%
24/02/2019;18.600,00;18.480,00;18.760,00;18.480,00;116,70K;0,54%
23/02/2019;18.500,00;18.500,00;18.700,00;18.500,00;59,47K;0,00%
22/02/2019;18.500,00;18.680,00;18.680,00;18.500,00;13,88K;0,00%
21/02/2019;18.500,00;18.220,00;18.780,00;18.220,00;204,71K;0,54%
20/02/2019;18.400,00;18.540,00;18.540,00;18.120,00;43,91K;0,88%
19/02/2019;18.240,00;18.540,00;18.600,00;18.220,00;127,92K;-0,76%
18/02/2019;18.380,00;18.360,00;18.600,00;18.320,00;56,91K;-1,39%
17/02/2019;18.640,00;18.000,00;18.640,00;18.000,00;522,44K;-0,11%
16/02/2019;18.660,00;18.800,00;18.860,00;18.660,00;171,97K;-0,64%
15/02/2019;18.780,00;18.420,00;18.980,00;18.420,00;489,40K;0,54%
14/02/2019;18.680,00;18.160,00;18.680,00;18.160,00;311,56K;2,64%
13/02/2019;18.200,00;18.100,00;18.300,00;18.100,00;151,31K;1,68%
12/02/2019;17.900,00;18.100,00;18.300,00;17.900,00;239,27K;-1,10%
11/02/2019;18.100,00;18.000,00;18.100,00;17.860,00;56,09K;0,22%
10/02/2019;18.060,00;18.160,00;18.300,00;17.960,00;542,70K;-0,55%
09/02/2019;18.160,00;18.280,00;18.400,00;18.040,00;144,97K;-0,66%
08/02/2019;18.280,00;18.620,00;18.620,00;18.240,00;37,15K;-0,33%
07/02/2019;18.340,00;18.500,00;18.680,00;18.340,00;142,97K;-1,40%
06/02/2019;18.600,00;18.600,00;18.780,00;18.500,00;206,35K;-0,53%
05/02/2019;18.700,00;18.140,00;18.700,00;18.140,00;297,42K;3,31%
04/02/2019;18.100,00;17.640,00;18.100,00;17.640,00;135,28K;1,80%
03/02/2019;17.780,00;18.000,00;18.000,00;17.600,00;96,63K;-0,78%
02/02/2019;17.920,00;17.600,00;18.180,00;17.600,00;145,31K;0,56%
01/02/2019;17.820,00;17.200,00;17.820,00;17.200,00;261,69K;3,13%
31/01/2019;17.280,00;17.960,00;17.960,00;17.000,00;712,55K;-1,26%
30/01/2019;17.500,00;17.540,00;17.760,00;17.500,00;133,08K;-0,23%
29/01/2019;17.540,00;17.900,00;17.980,00;17.500,00;271,92K;-0,90%
28/01/2019;17.700,00;18.000,00;18.000,00;17.700,00;114,45K;-1,67%
27/01/2019;18.000,00;18.000,00;18.040,00;17.960,00;100,38K;0,00%
26/01/2019;18.000,00;17.780,00;18.160,00;17.700,00;192,92K;1,24%
25/01/2019;17.780,00;17.740,00;17.860,00;17.740,00;65,18K;0,45%
24/01/2019;17.700,00;18.200,00;18.200,00;17.700,00;136,75K;-1,67%
23/01/2019;18.000,00;18.440,00;18.440,00;18.000,00;280,31K;-3,64%
22/01/2019;18.680,00;18.880,00;18.880,00;18.420,00;163,76K;-0,74%
21/01/2019;18.820,00;18.940,00;19.240,00;18.800,00;188,26K;0,64%
20/01/2019;18.700,00;18.440,00;18.980,00;18.220,00;174,48K;0,75%
19/01/2019;18.560,00;18.120,00;18.840,00;18.120,00;520,14K;2,54%
18/01/2019;18.100,00;17.720,00;18.700,00;17.700,00;307,53K;0,56%
17/01/2019;18.000,00;17.000,00;18.000,00;17.000,00;413,77K;4,65%
16/01/2019;17.200,00;17.780,00;17.780,00;17.160,00;204,43K;-1,94%
15/01/2019;17.540,00;18.240,00;18.240,00;17.540,00;98,87K;-2,56%
14/01/2019;18.000,00;18.180,00;18.240,00;17.800,00;145,12K;-0,99%
13/01/2019;18.180,00;18.520,00;19.020,00;18.180,00;112,48K;-4,52%
12/01/2019;19.040,00;19.200,00;19.200,00;18.800,00;145,38K;1,28%
11/01/2019;18.800,00;19.220,00;19.520,00;18.800,00;300,56K;-2,49%
10/01/2019;19.280,00;19.540,00;19.540,00;19.260,00;176,50K;-0,31%
09/01/2019;19.340,00;19.460,00;19.600,00;19.240,00;38,28K;-1,33%
08/01/2019;19.600,00;19.580,00;19.680,00;19.380,00;271,76K;1,14%
07/01/2019;19.380,00;19.680,00;19.680,00;19.260,00;409,12K;-1,62%
06/01/2019;19.700,00;19.800,00;19.820,00;19.700,00;120,50K;0,00%
05/01/2019;19.700,00;19.820,00;19.880,00;19.600,00;215,20K;-1,20%
04/01/2019;19.940,00;19.500,00;19.960,00;19.500,00;136,72K;1,73%
03/01/2019;19.600,00;19.480,00;19.800,00;19.480,00;97,75K;1,34%
02/01/2019;19.340,00;19.760,00;19.980,00;19.200,00;425,72K;-1,83%
01/01/2019;19.700,00;20.140,00;20.140,00;19.660,00;134,74K;-2,48%
31/12/2018;20.200,00;20.000,00;20.200,00;19.480,00;229,96K;1,30%
30/12/2018;19.940,00;20.500,00;20.680,00;19.940,00;282,26K;-2,73%
29/12/2018;20.500,00;19.800,00;20.500,00;19.800,00;189,08K;2,40%
28/12/2018;20.020,00;19.980,00;20.060,00;19.760,00;189,28K;0,20%
27/12/2018;19.980,00;19.840,00;20.160,00;19.600,00;544,33K;-0,79%
26/12/2018;20.140,00;20.000,00;20.180,00;19.920,00;87,41K;-0,20%
25/12/2018;20.180,00;20.200,00;20.400,00;19.820,00;430,62K;-0,10%
24/12/2018;20.200,00;20.900,00;21.100,00;20.200,00;239,78K;-3,35%
23/12/2018;20.900,00;19.560,00;21.000,00;19.560,00;481,93K;3,57%
22/12/2018;20.180,00;19.500,00;20.500,00;19.400,00;197,75K;0,60%
21/12/2018;20.060,00;19.500,00;20.060,00;19.240,00;1,00M;2,98%
20/12/2018;19.480,00;19.100,00;19.480,00;19.100,00;337,59K;0,72%
19/12/2018;19.340,00;18.680,00;19.340,00;18.680,00;362,93K;0,21%
18/12/2018;19.300,00;19.200,00;19.300,00;18.720,00;95,71K;-0,72%
17/12/2018;19.440,00;18.700,00;19.440,00;18.600,00;78,45K;2,32%
16/12/2018;19.000,00;18.880,00;19.000,00;18.320,00;430,60K;-3,46%
15/12/2018;19.680,00;18.100,00;19.680,00;18.100,00;1,64M;9,45%
14/12/2018;17.980,00;17.900,00;18.100,00;17.700,00;501,39K;0,45%
13/12/2018;17.900,00;17.700,00;17.900,00;17.560,00;234,59K;1,13%
12/12/2018;17.700,00;17.680,00;17.700,00;17.500,00;286,99K;0,11%
11/12/2018;17.680,00;17.220,00;17.680,00;17.200,00;73,38K;1,49%
10/12/2018;17.420,00;17.800,00;17.900,00;17.420,00;133,42K;-1,25%
09/12/2018;17.640,00;17.720,00;17.820,00;17.500,00;315,28K;-0,45%
08/12/2018;17.720,00;17.680,00;17.800,00;17.620,00;545,32K;0,11%
07/12/2018;17.700,00;17.980,00;18.100,00;17.600,00;213,54K;-2,21%
06/12/2018;18.100,00;17.720,00;18.380,00;17.720,00;102,43K;-0,55%
05/12/2018;18.200,00;18.400,00;18.420,00;18.000,00;317,45K;-1,09%
04/12/2018;18.400,00;17.700,00;18.760,00;17.700,00;348,90K;1,10%
03/12/2018;18.200,00;18.200,00;18.280,00;18.100,00;508,03K;0,22%
02/12/2018;18.160,00;18.000,00;18.180,00;17.960,00;343,47K;1,45%
01/12/2018;17.900,00;18.000,00;18.000,00;17.800,00;224,43K;0,67%
30/11/2018;17.780,00;18.000,00;18.200,00;17.780,00;389,55K;-0,78%
29/11/2018;17.920,00;17.700,00;18.040,00;17.700,00;472,67K;0,34%
28/11/2018;17.860,00;17.560,00;17.980,00;17.560,00;284,18K;0,79%
27/11/2018;17.720,00;17.620,00;17.900,00;17.620,00;191,01K;-1,34%
26/11/2018;17.960,00;18.000,00;18.000,00;17.800,00;123,73K;0,11%
25/11/2018;17.940,00;17.820,00;17.960,00;17.620,00;180,56K;0,34%
24/11/2018;17.880,00;18.100,00;18.100,00;17.760,00;411,79K;-0,11%
23/11/2018;17.900,00;17.160,00;17.900,00;17.160,00;272,09K;4,80%
22/11/2018;17.080,00;17.200,00;17.580,00;16.800,00;310,73K;-0,70%
21/11/2018;17.200,00;17.340,00;17.340,00;17.160,00;68,25K;-0,69%
20/11/2018;17.320,00;17.500,00;17.620,00;17.320,00;295,16K;-1,03%
19/11/2018;17.500,00;17.400,00;17.520,00;17.160,00;406,91K;-0,23%
18/11/2018;17.540,00;17.280,00;17.720,00;17.280,00;3,24M;0,80%
17/11/2018;17.400,00;17.100,00;17.500,00;17.100,00;272,71K;1,75%
16/11/2018;17.100,00;16.860,00;17.100,00;16.860,00;61,80K;0,59%
15/11/2018;17.000,00;17.000,00;17.000,00;16.800,00;100,08K;0,00%
14/11/2018;17.000,00;16.760,00;17.100,00;16.760,00;256,23K;1,43%
13/11/2018;16.760,00;16.540,00;16.760,00;16.380,00;166,41K;0,96%
12/11/2018;16.600,00;16.400,00;16.600,00;16.400,00;130,90K;-0,36%
11/11/2018;16.660,00;16.660,00;16.680,00;16.540,00;173,89K;-0,24%
10/11/2018;16.700,00;16.560,00;16.820,00;16.420,00;376,79K;1,83%
09/11/2018;16.400,00;16.200,00;16.460,00;16.200,00;269,60K;1,11%
08/11/2018;16.220,00;15.520,00;16.220,00;15.520,00;199,59K;1,38%
07/11/2018;16.000,00;15.600,00;16.080,00;15.600,00;243,43K;0,76%
06/11/2018;15.880,00;15.100,00;15.900,00;15.100,00;197,34K;0,13%
05/11/2018;15.860,00;15.800,00;16.020,00;15.800,00;279,12K;1,80%
04/11/2018;15.580,00;15.300,00;15.920,00;15.300,00;206,85K;1,83%
03/11/2018;15.300,00;14.920,00;15.400,00;14.620,00;218,41K;1,32%
02/11/2018;15.100,00;15.160,00;15.300,00;15.000,00;155,55K;0,80%
01/11/2018;14.980,00;15.400,00;15.500,00;14.980,00;120,71K;-2,73%
31/10/2018;15.400,00;15.920,00;15.920,00;15.400,00;148,87K;-4,82%
30/10/2018;16.180,00;15.780,00;16.180,00;15.400,00;548,96K;2,53%
29/10/2018;15.780,00;14.600,00;15.780,00;14.600,00;254,04K;1,81%
28/10/2018;15.500,00;14.520,00;15.500,00;14.520,00;145,38K;0,00%
27/10/2018;15.500,00;15.620,00;15.680,00;15.500,00;53,43K;-0,64%
26/10/2018;15.600,00;16.140,00;16.140,00;15.560,00;62,46K;-3,70%
25/10/2018;16.200,00;16.000,00;16.200,00;15.800,00;119,80K;0,00%
24/10/2018;16.200,00;15.800,00;16.200,00;15.800,00;60,89K;2,53%
23/10/2018;15.800,00;15.840,00;15.840,00;15.800,00;37,50K;-2,47%
22/10/2018;16.200,00;16.220,00;16.220,00;16.160,00;175,34K;0,00%
21/10/2018;16.200,00;16.380,00;16.400,00;16.160,00;36,95K;-1,22%
20/10/2018;16.400,00;16.000,00;16.400,00;15.820,00;69,96K;1,74%
19/10/2018;16.120,00;16.000,00;16.320,00;15.960,00;51,73K;0,75%
18/10/2018;16.000,00;15.800,00;16.000,00;15.760,00;198,04K;1,52%
17/10/2018;15.760,00;16.000,00;16.020,00;15.740,00;10,86M;-1,38%
16/10/2018;15.980,00;16.000,00;16.000,00;15.780,00;40,55K;-0,13%
15/10/2018;16.000,00;16.000,00;16.000,00;15.900,00;357,64K;0,00%
14/10/2018;16.000,00;15.980,00;16.000,00;15.800,00;152,82K;0,13%
13/10/2018;15.980,00;15.620,00;15.980,00;15.620,00;87,05K;2,30%
12/10/2018;15.620,00;15.400,00;15.680,00;15.400,00;514,74K;1,43%
11/10/2018;15.400,00;15.080,00;15.400,00;15.000,00;915,07K;2,53%
10/10/2018;15.020,00;14.820,00;15.180,00;14.820,00;349,83K;0,81%
09/10/2018;14.900,00;14.560,00;14.920,00;14.560,00;140,40K;3,47%
08/10/2018;14.400,00;13.700,00;14.500,00;13.700,00;250,29K;4,35%
07/10/2018;13.800,00;14.200,00;14.200,00;13.800,00;191,74K;-3,63%
06/10/2018;14.320,00;14.380,00;14.380,00;14.300,00;47,48K;-0,42%
05/10/2018;14.380,00;14.600,00;14.860,00;14.380,00;80,81K;-3,49%
04/10/2018;14.900,00;15.200,00;15.200,00;14.500,00;130,59K;-1,32%
03/10/2018;15.100,00;15.580,00;15.580,00;15.100,00;192,14K;-3,45%
02/10/2018;15.640,00;14.420,00;15.640,00;14.320,00;945,69K;8,46%
01/10/2018;14.420,00;14.680,00;14.680,00;14.420,00;139,48K;-1,90%
30/09/2018;14.700,00;14.980,00;14.980,00;14.500,00;67,73K;0,00%
29/09/2018;14.700,00;15.700,00;15.700,00;13.800,00;505,27K;-5,04%
28/09/2018;15.480,00;16.020,00;16.100,00;15.480,00;340,31K;-5,26%
27/09/2018;16.340,00;16.000,00;16.460,00;16.000,00;118,29K;2,13%
26/09/2018;16.000,00;15.700,00;16.100,00;15.700,00;288,85K;1,52%
25/09/2018;15.760,00;15.700,00;15.800,00;15.580,00;544,35K;-0,25%
24/09/2018;15.800,00;16.000,00;16.040,00;15.800,00;266,09K;1,15%
23/09/2018;15.620,00;16.500,00;16.500,00;15.400,00;387,39K;-5,33%
22/09/2018;16.500,00;17.000,00;17.000,00;16.500,00;613,89K;-2,94%
21/09/2018;17.000,00;17.500,00;17.500,00;17.000,00;270,91K;-3,30%
20/09/2018;17.580,00;17.600,00;17.600,00;17.480,00;63,32K;-0,57%
19/09/2018;17.680,00;17.900,00;17.900,00;17.200,00;714,92K;-1,23%
18/09/2018;17.900,00;17.840,00;17.900,00;17.820,00;19,13K;-0,33%
17/09/2018;17.960,00;18.000,00;18.020,00;17.840,00;35,48K;-0,44%
16/09/2018;18.040,00;17.980,00;18.040,00;17.920,00;55,31K;0,22%
15/09/2018;18.000,00;17.800,00;18.060,00;17.800,00;447,50K;0,56%
14/09/2018;17.900,00;17.660,00;17.900,00;17.660,00;174,20K;0,56%
13/09/2018;17.800,00;17.780,00;17.880,00;17.760,00;447,83K;0,11%
12/09/2018;17.780,00;17.700,00;17.880,00;17.580,00;175,13K;-0,45%
11/09/2018;17.860,00;17.740,00;17.940,00;17.700,00;149,83K;-0,45%
10/09/2018;17.940,00;17.720,00;17.940,00;17.700,00;158,96K;0,11%
09/09/2018;17.920,00;17.700,00;17.920,00;17.700,00;267,85K;1,13%
08/09/2018;17.720,00;17.660,00;17.760,00;17.600,00;190,49K;0,34%
07/09/2018;17.660,00;17.860,00;17.860,00;17.660,00;185,42K;0,46%
06/09/2018;17.580,00;17.420,00;17.580,00;17.320,00;82,32K;0,92%
05/09/2018;17.420,00;17.600,00;17.600,00;17.420,00;122,78K;-1,02%
04/09/2018;17.600,00;17.260,00;17.600,00;17.260,00;77,36K;2,09%
03/09/2018;17.240,00;17.400,00;17.400,00;17.240,00;42,11K;-0,81%
02/09/2018;17.380,00;17.540,00;17.660,00;17.280,00;157,98K;-0,69%
01/09/2018;17.500,00;18.280,00;18.280,00;17.500,00;184,69K;-4,89%
31/08/2018;18.400,00;17.900,00;18.400,00;17.860,00;186,86K;2,22%
30/08/2018;18.000,00;18.060,00;18.060,00;17.760,00;108,78K;-0,22%
29/08/2018;18.040,00;17.800,00;18.040,00;17.780,00;145,43K;-0,11%
28/08/2018;18.060,00;18.000,00;18.080,00;17.700,00;270,31K;0,33%
27/08/2018;18.000,00;17.980,00;18.000,00;17.820,00;121,10K;0,78%
26/08/2018;17.860,00;17.760,00;17.900,00;17.700,00;101,28K;0,79%
25/08/2018;17.720,00;17.900,00;17.900,00;17.700,00;72,42K;-1,01%
24/08/2018;17.900,00;17.900,00;17.900,00;17.660,00;28,79K;0,00%
23/08/2018;17.900,00;17.900,00;17.960,00;17.740,00;357,04K;1,70%
22/08/2018;17.600,00;17.800,00;17.800,00;17.600,00;96,63K;-1,79%
21/08/2018;17.920,00;17.900,00;17.940,00;17.700,00;205,51K;0,11%
20/08/2018;17.900,00;17.800,00;17.900,00;17.800,00;654,64K;0,56%
19/08/2018;17.800,00;17.700,00;17.800,00;17.680,00;288,59K;0,56%
18/08/2018;17.700,00;17.500,00;17.800,00;17.500,00;970,61K;-0,11%
17/08/2018;17.720,00;17.520,00;17.720,00;17.160,00;539,10K;0,80%
16/08/2018;17.580,00;17.720,00;17.760,00;17.580,00;59,81K;-0,79%
15/08/2018;17.720,00;18.160,00;18.340,00;17.500,00;6,98M;-2,42%
14/08/2018;18.160,00;17.940,00;18.260,00;17.940,00;2,42M;1,34%
13/08/2018;17.920,00;17.800,00;17.920,00;17.540,00;873,48K;0,22%
12/08/2018;17.880,00;18.200,00;18.300,00;17.780,00;805,93K;-1,76%
11/08/2018;18.200,00;18.240,00;18.240,00;18.100,00;1,30M;-0,22%
10/08/2018;18.240,00;18.200,00;18.240,00;18.100,00;535,09K;-0,65%
09/08/2018;18.360,00;18.180,00;18.360,00;17.720,00;718,27K;1,55%
08/08/2018;18.080,00;18.380,00;18.700,00;17.900,00;1,25M;-0,66%
07/08/2018;18.200,00;18.500,00;18.600,00;18.080,00;596,69K;-0,55%
06/08/2018;18.300,00;18.000,00;18.600,00;17.900,00;589,46K;1,67%
05/08/2018;18.000,00;17.480,00;18.200,00;17.480,00;623,97K;3,93%
04/08/2018;17.320,00;16.600,00;17.400,00;16.600,00;417,55K;5,61%
03/08/2018;16.400,00;16.300,00;16.500,00;16.240,00;151,69K;0,99%
02/08/2018;16.240,00;16.500,00;16.500,00;16.240,00;121,01K;-3,33%
01/08/2018;16.800,00;16.300,00;16.800,00;16.300,00;180,24K;3,07%
31/07/2018;16.300,00;16.240,00;16.500,00;16.200,00;158,46K;0,37%
30/07/2018;16.240,00;15.780,00;16.240,00;15.780,00;260,23K;5,45%
29/07/2018;15.400,00;15.040,00;15.400,00;15.020,00;129,03K;2,53%
28/07/2018;15.020,00;15.700,00;16.400,00;15.020,00;230,30K;-3,72%
27/07/2018;15.600,00;16.020,00;16.020,00;15.580,00;319,32K;-4,41%
26/07/2018;16.320,00;17.100,00;17.300,00;16.320,00;1,00M;-4,78%
25/07/2018;17.140,00;17.060,00;17.200,00;17.000,00;324,72K;0,00%
24/07/2018;17.140,00;17.080,00;17.180,00;17.060,00;538,45K;-1,15%
23/07/2018;17.340,00;17.060,00;17.340,00;16.940,00;310,70K;1,52%
22/07/2018;17.080,00;16.980,00;17.100,00;16.980,00;292,43K;0,83%
21/07/2018;16.940,00;16.800,00;16.980,00;16.800,00;215,11K;0,24%
20/07/2018;16.900,00;16.680,00;16.980,00;16.680,00;532,77K;1,81%
19/07/2018;16.600,00;16.400,00;16.600,00;16.400,00;134,40K;1,22%
18/07/2018;16.400,00;16.760,00;16.800,00;16.400,00;137,35K;-1,91%
17/07/2018;16.720,00;16.700,00;16.760,00;16.600,00;110,77K;0,12%
16/07/2018;16.700,00;16.900,00;16.900,00;16.560,00;295,22K;-1,65%
15/07/2018;16.980,00;16.840,00;17.000,00;16.840,00;158,09K;0,00%
14/07/2018;16.980,00;16.980,00;17.000,00;16.940,00;122,05K;-2,41%
13/07/2018;17.400,00;17.300,00;17.400,00;17.120,00;602,42K;0,58%
12/07/2018;17.300,00;17.000,00;17.300,00;17.000,00;107,60K;1,05%
11/07/2018;17.120,00;16.940,00;17.120,00;16.940,00;153,21K;1,18%
10/07/2018;16.920,00;16.960,00;17.000,00;16.920,00;290,07K;-0,24%
09/07/2018;16.960,00;17.000,00;17.000,00;16.800,00;226,21K;-0,24%
08/07/2018;17.000,00;16.980,00;17.000,00;16.900,00;106,99K;0,12%
07/07/2018;16.980,00;16.900,00;17.000,00;16.820,00;495,72K;-0,12%
06/07/2018;17.000,00;16.900,00;17.000,00;16.800,00;802,29K;0,59%
05/07/2018;16.900,00;16.760,00;16.900,00;16.500,00;208,32K;0,84%
04/07/2018;16.760,00;16.940,00;17.000,00;16.760,00;315,18K;-0,59%
03/07/2018;16.860,00;16.800,00;16.900,00;16.800,00;240,84K;0,60%
02/07/2018;16.760,00;16.840,00;16.960,00;16.760,00;189,00K;-0,24%
01/07/2018;16.800,00;16.780,00;16.920,00;16.760,00;178,30K;0,24%
30/06/2018;16.760,00;16.780,00;16.800,00;16.740,00;139,90K;0,24%
29/06/2018;16.720,00;16.920,00;16.920,00;16.720,00;176,33K;-0,36%
28/06/2018;16.780,00;16.820,00;16.920,00;16.780,00;111,67K;0,00%
27/06/2018;16.780,00;16.720,00;16.780,00;16.680,00;186,07K;-0,47%
26/06/2018;16.860,00;16.920,00;16.920,00;16.600,00;120,33K;-1,40%
25/06/2018;17.100,00;16.520,00;17.100,00;16.480,00;101,02K;2,64%
