Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
05/07/2022;10.420,00;10.570,00;10.570,00;10.400,00;16,00K;0,00%
04/07/2022;10.420,00;10.390,00;10.510,00;10.230,00;35,55K;0,19%
03/07/2022;10.400,00;10.350,00;10.500,00;10.350,00;75,33K;0,97%
02/07/2022;10.300,00;10.210,00;10.310,00;10.200,00;45,35K;-1,90%
01/07/2022;10.500,00;10.500,00;10.580,00;10.430,00;27,03K;-0,19%
30/06/2022;10.520,00;10.520,00;10.520,00;10.520,00;44,66K;0,00%
29/06/2022;10.520,00;10.590,00;10.590,00;10.350,00;168,30K;0,67%
28/06/2022;10.450,00;10.550,00;10.550,00;10.430,00;304,40K;-0,95%
27/06/2022;10.550,00;10.460,00;10.560,00;10.450,00;23,96K;1,25%
26/06/2022;10.420,00;10.660,00;10.660,00;10.400,00;196,61K;-0,76%
25/06/2022;10.500,00;10.480,00;10.600,00;10.480,00;112,86K;-0,10%
24/06/2022;10.510,00;10.510,00;10.700,00;10.400,00;143,46K;-0,76%
23/06/2022;10.590,00;10.270,00;10.590,00;10.270,00;91,59K;0,86%
22/06/2022;10.500,00;10.040,00;10.500,00;9.890,00;175,88K;3,96%
21/06/2022;10.100,00;10.330,00;10.330,00;10.070,00;125,66K;1,00%
20/06/2022;10.000,00;10.410,00;10.500,00;10.000,00;203,68K;-3,85%
19/06/2022;10.400,00;10.540,00;10.700,00;10.400,00;94,44K;-3,44%
18/06/2022;10.770,00;10.660,00;10.830,00;10.550,00;54,96K;-0,28%
17/06/2022;10.800,00;10.560,00;10.800,00;10.410,00;122,37K;2,27%
16/06/2022;10.560,00;10.210,00;10.600,00;10.210,00;511,82K;3,53%
15/06/2022;10.200,00;10.400,00;10.400,00;10.200,00;50,67K;-1,07%
14/06/2022;10.310,00;10.370,00;10.490,00;10.240,00;43,33K;0,00%
13/06/2022;10.310,00;10.210,00;10.680,00;10.210,00;111,94K;-1,81%
12/06/2022;10.500,00;10.190,00;10.500,00;10.000,00;304,79K;3,04%
11/06/2022;10.190,00;10.200,00;10.230,00;10.000,00;37,95K;0,89%
10/06/2022;10.100,00;10.380,00;10.380,00;10.100,00;116,60K;-0,98%
09/06/2022;10.200,00;10.290,00;10.290,00;10.200,00;23,42K;-0,87%
08/06/2022;10.290,00;10.350,00;10.350,00;10.250,00;94,63K;-0,87%
07/06/2022;10.380,00;10.410,00;10.410,00;10.340,00;30,45K;1,76%
06/06/2022;10.200,00;10.280,00;10.500,00;10.200,00;46,60K;-1,16%
05/06/2022;10.320,00;10.220,00;10.580,00;10.100,00;112,22K;0,98%
04/06/2022;10.220,00;10.370,00;10.370,00;10.200,00;115,00K;-1,16%
03/06/2022;10.340,00;10.250,00;10.400,00;10.150,00;113,75K;0,88%
02/06/2022;10.250,00;10.220,00;10.570,00;10.110,00;270,24K;0,29%
01/06/2022;10.220,00;10.260,00;10.400,00;10.010,00;193,31K;1,19%
31/05/2022;10.100,00;10.200,00;10.200,00;10.100,00;23,15K;-1,66%
30/05/2022;10.270,00;9.775,00;10.270,00;9.500,00;534,35K;14,11%
29/05/2022;9.000,00;10.190,00;10.200,00;9.000,00;1,00M;-9,18%
28/05/2022;9.910,00;9.950,00;10.000,00;9.795,00;181,57K;-0,05%
27/05/2022;9.915,00;10.380,00;10.380,00;9.900,00;188,75K;-4,48%
26/05/2022;10.380,00;10.500,00;10.500,00;10.380,00;46,52K;-3,71%
25/05/2022;10.780,00;11.000,00;11.010,00;10.720,00;337,56K;-1,82%
24/05/2022;10.980,00;10.500,00;10.980,00;10.000,00;452,07K;2,62%
23/05/2022;10.700,00;10.850,00;10.900,00;10.660,00;52,75K;-2,73%
22/05/2022;11.000,00;11.200,00;11.220,00;11.000,00;57,02K;-2,48%
21/05/2022;11.280,00;11.360,00;11.360,00;11.200,00;89,23K;2,08%
20/05/2022;11.050,00;11.110,00;11.130,00;11.050,00;56,39K;-0,99%
19/05/2022;11.160,00;11.260,00;11.330,00;11.050,00;239,45K;-2,11%
18/05/2022;11.400,00;11.400,00;11.800,00;11.360,00;259,45K;-3,39%
17/05/2022;11.800,00;11.480,00;11.800,00;11.380,00;304,14K;4,42%
16/05/2022;11.300,00;10.880,00;11.300,00;10.880,00;184,62K;6,60%
15/05/2022;10.600,00;10.400,00;10.800,00;10.120,00;242,99K;4,02%
14/05/2022;10.190,00;10.300,00;10.300,00;10.140,00;89,72K;1,70%
13/05/2022;10.020,00;10.000,00;10.200,00;9.700,00;199,62K;0,91%
12/05/2022;9.930,00;10.500,00;10.690,00;9.900,00;164,95K;-6,23%
11/05/2022;10.590,00;10.810,00;10.970,00;10.500,00;190,87K;-2,04%
10/05/2022;10.810,00;11.190,00;11.190,00;10.810,00;66,39K;-2,08%
09/05/2022;11.040,00;11.000,00;11.090,00;10.750,00;483,63K;1,28%
08/05/2022;10.900,00;11.000,00;11.150,00;10.900,00;209,02K;-0,91%
07/05/2022;11.000,00;11.000,00;11.330,00;11.000,00;223,59K;-2,48%
06/05/2022;11.280,00;11.340,00;11.340,00;11.280,00;16,29K;-0,62%
05/05/2022;11.350,00;11.360,00;11.400,00;11.310,00;175,10K;-0,44%
04/05/2022;11.400,00;11.430,00;11.480,00;11.300,00;16,36K;-0,26%
03/05/2022;11.430,00;11.400,00;11.500,00;11.300,00;558,33K;0,62%
02/05/2022;11.360,00;11.520,00;11.520,00;11.300,00;208,51K;-1,39%
01/05/2022;11.520,00;11.550,00;11.550,00;11.430,00;71,15K;1,05%
30/04/2022;11.400,00;11.500,00;11.500,00;11.400,00;50,00K;-0,87%
29/04/2022;11.500,00;11.520,00;11.640,00;11.400,00;122,36K;0,00%
28/04/2022;11.500,00;11.940,00;11.940,00;11.470,00;109,13K;-0,61%
27/04/2022;11.570,00;11.700,00;11.700,00;11.520,00;81,97K;-1,11%
26/04/2022;11.700,00;11.690,00;12.040,00;11.690,00;52,40K;-1,52%
25/04/2022;11.880,00;12.000,00;12.000,00;11.850,00;59,53K;-1,00%
24/04/2022;12.000,00;12.080,00;12.190,00;11.940,00;162,04K;-0,08%
23/04/2022;12.010,00;11.700,00;12.090,00;11.700,00;168,31K;1,95%
22/04/2022;11.780,00;11.890,00;11.890,00;11.510,00;125,62K;0,00%
21/04/2022;11.780,00;11.650,00;11.980,00;11.610,00;146,81K;-0,59%
20/04/2022;11.850,00;11.520,00;11.860,00;11.400,00;133,53K;2,24%
19/04/2022;11.590,00;11.450,00;11.590,00;11.450,00;36,02K;0,17%
18/04/2022;11.570,00;11.780,00;11.790,00;11.310,00;90,85K;-0,26%
17/04/2022;11.600,00;11.520,00;11.770,00;11.490,00;89,37K;-0,43%
16/04/2022;11.650,00;11.570,00;11.650,00;11.470,00;520,99K;1,39%
15/04/2022;11.490,00;11.350,00;11.900,00;11.350,00;120,93K;0,79%
14/04/2022;11.400,00;11.900,00;11.900,00;11.400,00;1,61M;-4,20%
13/04/2022;11.900,00;12.600,00;12.600,00;11.900,00;92,10K;-2,78%
12/04/2022;12.240,00;12.360,00;12.360,00;12.200,00;61,43K;-1,29%
11/04/2022;12.400,00;12.380,00;12.760,00;12.250,00;96,30K;-0,80%
10/04/2022;12.500,00;12.820,00;12.820,00;12.480,00;50,66K;-2,65%
09/04/2022;12.840,00;12.710,00;12.980,00;12.700,00;29,35K;-0,77%
08/04/2022;12.940,00;12.780,00;12.940,00;12.700,00;19,28K;1,25%
07/04/2022;12.780,00;12.450,00;12.780,00;12.450,00;46,78K;1,59%
06/04/2022;12.580,00;12.430,00;12.580,00;12.310,00;273,33K;1,21%
05/04/2022;12.430,00;12.210,00;12.450,00;12.200,00;56,01K;0,24%
04/04/2022;12.400,00;12.500,00;12.500,00;12.000,00;191,75K;-0,80%
03/04/2022;12.500,00;12.790,00;12.790,00;12.450,00;43,20K;-2,27%
02/04/2022;12.790,00;12.760,00;12.880,00;12.700,00;201,53K;-1,62%
01/04/2022;13.000,00;12.870,00;13.000,00;12.700,00;93,94K;-0,46%
31/03/2022;13.060,00;12.900,00;13.130,00;12.900,00;69,35K;-1,80%
30/03/2022;13.300,00;12.800,00;13.300,00;12.500,00;128,20K;4,07%
29/03/2022;12.780,00;12.890,00;12.890,00;12.700,00;86,48K;-0,78%
28/03/2022;12.880,00;12.990,00;12.990,00;12.740,00;257,91K;0,78%
27/03/2022;12.780,00;12.700,00;12.800,00;12.600,00;186,54K;-0,47%
26/03/2022;12.840,00;12.610,00;12.840,00;12.500,00;161,53K;1,58%
25/03/2022;12.640,00;13.080,00;13.100,00;12.640,00;134,77K;-1,48%
24/03/2022;12.830,00;13.000,00;13.090,00;12.820,00;104,31K;-1,53%
